OD;DESTINO;E190-E2;E195-E2;A220-100;A220-300;A319Neo;B737-M7;ATR-72
SBMGSBGO;SBMG;0.07046471185656879;0.06234938238619618;0.06916359426692985;0.06287561655024902;0.06621263630149928;0.06370797824537533;0.08372452771754339
SBMOSBGO;SBMO;0.052437986311508276;0.046267447370334086;0.05183573181111596;0.04702304300569798;0.04927370345449339;0.0472086668134216;0.06593953289343926
SBNFSBGO;SBNF;0.06124418402399126;0.05411791922650899;0.06031583191035316;0.054776949872088566;0.05754850584810277;0.055259969168510864;0.07475334689813057
SBPASBGO;SBPA;0.05465800209474933;0.04824541237950112;0.053976552288680334;0.048979707698108166;0.051359756086604244;0.04923666031248065;0.06818657709049351
SBPJSBGO;SBPJ;0.07459453784027537;0.06603965147156722;0.07311722962801549;0.06649705047445299;0.07009325482164944;0.06749709389624141;0.08766831577599092
SBPSSBGO;SBPS;0.06262059966429422;0.05534597571407192;0.06163852249833234;0.05598712739152182;0.05884186398141328;0.05651996583862867;0.0761081626784489
SBPVSBGO;SBPV;0.05043676592578148;0.04448510975928008;0.04990404005748241;0.045258028136079986;0.04739324337641926;0.04538160104447244;0.06389826452187768
SBRBSBGO;SBRB;0.04698692011630976;0.04141419803435147;0.04656969026772869;0.04221258059517115;0.04415157276058308;0.042234448141888786;0.06034231623207648
SBRFSBGO;SBRF;0.05044498288172923;0.0444924266197636;0.04991197524034609;0.04526527761119555;0.04740096449386002;0.04538910082168302;0.06390667730803212
SBRJSBGO;SBRJ;0.06630688803203899;0.058636192073620086;0.06517753415977205;0.05922602783111855;0.062305709423551126;0.059896403360773516;0.0797089192374004
SBRPSBGO;SBRP;0.0847392232199748;0.07511270844148393;0.08280740642169888;0.07537897642381171;0.07962577607578351;0.07681735043259108;0.09718430716670122
SBSGSBGO;SBSG;0.04916222951959145;0.043350327239368026;0.048672831022284646;0.04413331609119515;0.04619561674469674;0.044218521239950646;0.06259013706541837
SBSLSBGO;SBSL;0.05246164232930677;0.04628851997174006;0.05185855523898924;0.04704390003831135;0.04929593198933821;0.04723027026232842;0.06596357190211964
SBSPSBGO;SBSP;0.07019187190327693;0.06210565383479491;0.06890220221135115;0.06263624062111096;0.06595626042029785;0.0634577580791453;0.08346244139272667
SBSVSBGO;SBSV;0.059100521676373474;0.052205844384933135;0.05825441587937037;0.052891277301267005;0.055534199230842365;0.053298435246224074;0.07263160614148413
SBTESBGO;SBTE;0.05520885053974939;0.04873632179378219;0.05450742397858938;0.04946500262644207;0.051877364500589905;0.04974004808011456;0.06874139789544882
SBULSBGO;SBUL;0.1113469125271028;0.09895658794742616;0.10809831128938095;0.09859460579035989;0.104627868733201;0.10133498517323274;0.12118198285709764
SBVTSBGO;SBVT;0.06403665010855668;0.0566096651160467;0.06299857353062129;0.057231686930009906;0.06017246522251928;0.057816660831453946;0.07749604262239816
SWGNSBGO;SWGN;0.06338634934998802;0.056029300324222195;0.06237408022348785;0.05666019888732311;0.059561405779015975;0.057221120556397324;0.07685941777071097
SWSISBGO;SWSI;0.06875510605635525;0.06082233838936357;0.06752531629424298;0.06137543601520302;0.06460619381296846;0.062140339405272686;0.0820790566332708
SBARSBAR;SBAR;0;0;0;0;0;0;0
SBBESBBE;SBBE;0;0;0;0;0;0;0
SBBRSBBR;SBBR;0;0;0;0;0;0;0
SBCFSBCF;SBCF;0;0;0;0;0;0;0
SBCGSBCG;SBCG;0;0;0;0;0;0;0
SBCTSBCT;SBCT;0;0;0;0;0;0;0
SBCYSBCY;SBCY;0;0;0;0;0;0;0
SBEGSBEG;SBEG;0;0;0;0;0;0;0
SBFISBFI;SBFI;0;0;0;0;0;0;0
SBFLSBFL;SBFL;0;0;0;0;0;0;0
SBFZSBFZ;SBFZ;0;0;0;0;0;0;0
SBGLSBGL;SBGL;0;0;0;0;0;0;0
SBGRSBGR;SBGR;0;0;0;0;0;0;0
SBILSBIL;SBIL;0;0;0;0;0;0;0
SBIZSBIZ;SBIZ;0;0;0;0;0;0;0
SBJPSBJP;SBJP;0;0;0;0;0;0;0
SBJVSBJV;SBJV;0;0;0;0;0;0;0
SBKPSBKP;SBKP;0;0;0;0;0;0;0
SBLOSBLO;SBLO;0;0;0;0;0;0;0
SBMASBMA;SBMA;0;0;0;0;0;0;0
SBMGSBMG;SBMG;0;0;0;0;0;0;0
SBMOSBMO;SBMO;0;0;0;0;0;0;0
SBNFSBNF;SBNF;0;0;0;0;0;0;0
SBPASBPA;SBPA;0;0;0;0;0;0;0
SBPJSBPJ;SBPJ;0;0;0;0;0;0;0
SBPSSBPS;SBPS;0;0;0;0;0;0;0
SBPVSBPV;SBPV;0;0;0;0;0;0;0
SBRBSBRB;SBRB;0;0;0;0;0;0;0
SBRFSBRF;SBRF;0;0;0;0;0;0;0
SBRJSBRJ;SBRJ;0;0;0;0;0;0;0
SBRPSBRP;SBRP;0;0;0;0;0;0;0
SBSGSBSG;SBSG;0;0;0;0;0;0;0
SBSLSBSL;SBSL;0;0;0;0;0;0;0
SBSPSBSP;SBSP;0;0;0;0;0;0;0
SBSVSBSV;SBSV;0;0;0;0;0;0;0
SBTESBTE;SBTE;0;0;0;0;0;0;0
SBULSBUL;SBUL;0;0;0;0;0;0;0
SBVTSBVT;SBVT;0;0;0;0;0;0;0
SWGNSWGN;SWGN;0;0;0;0;0;0;0
SWSISWSI;SWSI;0;0;0;0;0;0;0
SBGOSBGO;SBGO;0;0;0;0;0;0;0
